1.57185,1.57247,1.57123
0.701561,0.701561,0.701561
20,0,0
1.68721,2.13692,1.765
2.1558,2.51169,2.33268
1.64129,2.35477,1.81304
1.42453,1.54522,2.06179
20,0,0
20,0,0
20,0,0
1.36645,2.07666,1.79191
2.59732,2.5179,3.69068
20,0,0
10.5721,10.567,10.546
3.00293,3.05004,3.43722
20,0,0
0.50679,0.987718,2.04634
1.34011,1.17883,0.995596
20,0,0
5.88463,4.54878,4.69624
0.79978,0.800391,0.800391
20,0,0
20,0,0
3.48616,4.65447,4.55779
20,0,0
20,0,0
3.80981,3.969,3.39634
20,0,0
20,0,0
20,0,0
5.98909,6.2302,5.76569
8.55246,8.76606,9.07634
20,0,0
20,0,0
20,0,0
20,0,0
5.29658,3.40022,4.37567
13.3448,13.2338,12.3394
2.5403,1.90574,3.25315
8.04455,8.64174,9.63555
2.49433,2.86752,2.16032
5.3352,4.14825,4.22627
17.6338,18.4193,18.2634
20,0,0
6.40518,5.84066,5.42824
18.6127,21.7085,21.4532
5.18731,8.44103,9.33225
20,0,0
1.0131,2.32408,1.44292
20,0,0
0.960143,1.25,0.847791
20,0,0
6.49429,6.68845,6.52534
9.36395,9.20062,9.0808
3.37355,3.49595,4.71689
20,0,0
4.01158,3.73865,3.8926
0.5,0.5,0.5
20,0,0
4.89569,4.80234,4.10875
1.32656,1.47008,1.93901
3.8203,3.53014,3.48728
7.21171,7.18281,7.66364
20,0,0
20,0,0
20,0,0
20,0,0
0.813701,0.490137,1.57805
1.01982,1.6283,0.497553
2,2,1
3.05532,3.06122,2.45566
7.20853,6.8669,7.47522
11.8389,12.1878,12.0325
0.47393,0.47393,0.47393
4.54191,4.3645,4.72712
20,0,0
20,0,0
5.6289,5.5746,5.7739
3.84997,3.22133,3.64341
7.25512,7.5069,7.15017
14.8855,12.2,12.7882
2.22721,2.11879,2.94845
20,0,0
5.38027,4.80895,4.86096
10.025,9.08413,9.41315
20,0,0
0.400805,0.400195,0.400805
20,0,0
20,0,0
0.745429,1.33719,1.73149
6.85879,7.15707,6.3352
20,0,0
0.577068,0.470829,1.57216
2.60333,2.60333,2.60333
5.3226,6.69713,6.80361
3.82873,2.81042,3.2527
1.2915,1.04489,1.04442
3.15439,2.85078,3.12781
20,0,0
8.381,8.40602,8.98496
4.83053,3.5092,3.49134
20,0,0
20,0,0
4.78625,5.08387,5.73282
2.82566,3.75988,3.46776
4.5143,4.17442,4.16833
4.82567,4.63196,4.69229
20,0,0
20,0,0
20,0,0
12.3228,12.0974,12.7058
20,0,0
20,0,0
20,0,0
20,0,0
3.77103,3.77103,3.39462
5.20751,4.93037,5.11222
20,0,0
4.98788,3.86377,3.75975
20,0,0
3.87702,3.86111,3.63898
1.25701,1.25701,1.25701
6.88855,7.08845,10.3308
9.1273,9.12232,8.74129
20,0,0
2.77263,6.54891,7.19897
20,0,0
9.82548,9.35352,8.61378
0.661438,1.38632,1.38632
3.15424,3.47142,2.62128
18.6379,20.012,19.7911
7.12,5.6622,6.03085
5.53399,5.65306,6.04718
4.15543,4.06394,4.15531
20,0,0
20,0,0
20,0,0
20,0,0
0.942694,0.941657,0.943212
0.829156,0.829156,1.22474
20,0,0
20,0,0
3.53305,2.79019,2.89834
10.2346,9.59441,9.63286
9.34234,9.27077,9.52987
3.59986,3.2186,3.2186
20,0,0
8.87582,6.39488,6.11175
2.69838,2.17855,3.09722
4.93651,5.13842,4.76283
6.62692,7.12651,7.96661
20,0,0
20,0,0
20,0,0
20,0,0
0.372387,0.373696,0.373696
2.62835,2.72324,2.73861
20,0,0
1.23586,1.23586,1.1022
3.94543,3.44318,3.44289
20,0,0
2.40949,1.05928,1.65005
20,0,0
20,0,0
20,0,0
9.72663,11.9415,15.7708
20,0,0
5.06674,4.15225,4.24672
20,0,0
20,0,0
1.13838,0.642718,1.07892
4.40769,5.34978,4.83734
3.51378,3.06393,3.06393
20,0,0
4.47519,4.78217,3.94029
8.47987,8.71925,9.31989
20,0,0
2.27461,2.27482,2.27482
20,0,0
10.7932,10.9687,14.0482
20,0,0
20,0,0
5.74796,6.49497,6.92108
20,0,0
20,0,0
20,0,0
20,0,0
1.83286,1.60017,2.20218
0.816397,0.470829,0.470829
20,0,0
20,0,0
20,0,0
8.55931,10.5987,11.8758
1.18873,1.26205,3.17153
7.87035,5.7634,6.14665
20,0,0
1.32656,1.04769,0.722139
20,0,0
20,0,0
20,0,0
20,0,0
12.3115,14.1925,16.7258
1.26089,1.46075,0.947859
20,0,0
20,0,0
5.58265,4.97582,4.97577
20,0,0
12.0611,13.03,14.3306
20,0,0
20,0,0
20,0,0
0.598664,0.598664,0.598664
20,0,0
20,0,0
9.32272,9.11708,8.2273
20,0,0
0.816098,0.816696,0.816397
5.89955,6.31142,6.17035
20,0,0
2.4957,1.89417,1.79409
5.15398,5.22473,5.47031
20,0,0
20,0,0
20,0,0
5.44701,4.268,4.17647
9.0488,9.36906,9.70321
1.56874,1.84269,2.23519
20,0,0
20,0,0
20,0,0
0.79242,1.49935,1.08366
4.68281,5.24646,5.91245
1.13106,1.13106,1.13106
18.5867,20.789,25.0242
20,0,0
20,0,0
20,0,0
6.33805,6.06322,6.12719
10.1676,10.4931,11.2986
2.91061,3.09138,2.91078
11.7589,11.2696,12.3656
20,0,0
20,0,0
10.1971,11.2211,12.3745
20,0,0
2.38116,3.78461,2.8248
10.5598,11.0536,10.7906
6.76128,6.22989,5.77863
20,0,0
20,0,0
20,0,0
20,0,0
20,0,0
20,0,0
20,0,0
20,0,0
20,0,0
20,0,0
20,0,0
14.1909,15.4928,17.0673
20,0,0
7.95323,7.73095,7.93369
6.72688,6.4032,6.75792
0.400195,0.490137,0.747718
20,0,0
20,0,0
1.21273,0.746738,0.747065
0.707107,0.707107,1.22474
6.40358,5.53937,4.77282
11.252,11.3936,12.819
11.4284,10.9535,10.9802
4.70756,4.86477,4.654
20,0,0
20,0,0
20,0,0
0.567254,0.567254,0.567254
20,0,0
0.433013,0.433013,0.433013
20,0,0
20,0,0
20,0,0
20,0,0
14.8707,14.9146,16.5769
15.5135,15.3615,14.9575
7.45442,7.73297,6.31745
20,0,0
20,0,0
0.927025,0.914296,1.25
0.856957,0.856957,0.856957
4.5655,6.31992,7.3955
15.1228,15.0074,15.0074
20,0,0
20,0,0
20,0,0
20,0,0
20,0,0
10.1145,11.1272,11.4671
0.372387,0.369755,0.372387
2.95275,2.83911,3.6215
1.47373,1.47373,1.47373
3.13288,3.00959,3.24541
7.37344,7.43448,7.41768
0.942176,0.470829,0
20,0,0
20,0,0
7.05835,6.97757,7.09234
4.76468,4.88431,5.08838
20,0,0
20,0,0
20,0,0
20,0,0
15.5222,15.3512,15.7075
20,0,0
20,0,0
1.17219,0.640434,0.633535
2.43289,2.43289,2.43289
6.33358,5.8666,6.06584
20,0,0
20,0,0
20,0,0
11.9044,11.9044,11.9044
4.07007,4.68229,4.6661
9.61023,10.3166,11.584
2.97909,3.34725,3.10258
20,0,0
20,0,0
20,0,0
20,0,0
1.11716,0.589624,0.589624
20,0,0
1.26476,0.632764,0.800085
20,0,0
20,0,0
1.29904,1.29904,1.29904
20,0,0
20,0,0
11.4867,12.9647,14.5467
20,0,0
0.176777,0.176777,0.176777
20,0,0
20,0,0
13.7827,15.1262,15.9498
20,0,0
10.2937,11.8455,11.786
20,0,0
4.53965,4.15437,4.15437
20,0,0
20,0,0
16.534,19.9224,22.6696
20,0,0
20,0,0
20,0,0
20,0,0
3.19255,1.80656,1.76929
20,0,0
6.15379,6.39527,6.12894
2.48315,2.31672,2.31303
20,0,0
20,0,0
20,0,0
20,0,0
0.866025,0.913762,0.963696
3.10242,2.64907,3.27961
3.79324,3.79324,3.79324
20,0,0
20,0,0
5.69728,5.70439,5.62773
1.08972,1.08972,1.08972
20,0,0
20,0,0
20,0,0
20,0,0
7.29184,8.02374,7.87962
11.3099,10.7408,10.6977
4.2258,4.85473,4.89205
20,0,0
20,0,0
4.27611,4.09935,5.6703
6.36442,6.0026,6.518
3.23736,3.74061,3.91062
5.26375,5.17855,5.63012
20,0,0
22.5834,26.7769,27.0588
20,0,0
20,0,0
20,0,0
19.55,19.3484,21.5366
20,0,0
20,0,0
0.330719,0.330719,0.330719
20,0,0
20,0,0
20,0,0
20,0,0
2.39364,2.47211,3.19851
6.87116,6.6937,7.05845
13.6179,13.3384,14.1692
24.1067,26.1909,26.8411
20,0,0
20,0,0
6.11103,4.94422,5.19611
20,0,0
20,0,0
10.2539,14.1087,20.871
2.94398,2.39364,3.55372
0.471865,0.471865,0.471865
20,0,0
2.38689,3.30379,3.88331
2.96431,1.72866,2.14148
9.19664,9.98964,8.46131
20,0,0
20,0,0
20,0,0
20,0,0
2.1799,3.02867,4.11374
4.33013,5.37645,7.32664
8.12836,8.28838,9.16611
20,0,0
2.3223,2.3223,2.32219
20,0,0
0.845484,1.18421,1.90292
2.05301,1.10397,2
20,0,0
20.4597,20.9622,21.7092
16.4828,21.2933,25.6719
2.31567,4.57105,6.29344
0.433013,0.829156,0.829156
20,0,0
20,0,0
4.94906,4.05528,9.30684
20,0,0
20,0,0
1.178,1.49805,3.00975
1.16676,0.748697,1.35785
0.942694,0.816098,0.475986
16.3667,16.0575,15.5162
20,0,0
3.83777,3.75715,3.67809
20,0,0
1.33829,2.20993,2.42847
4.50954,4.49837,4.96885
20,0,0
14.2737,14.1426,15.3185
3.74655,3.49581,3.54374
16.5033,21.0656,31.7388
20,0,0
1.37073,1.37073,1.37082
15.5572,17.0517,17.4972
3.72295,3.36312,3.76744
1.6999,1.6999,1.69961
15.757,16.6586,15.853
20,0,0
20,0,0
2.60633,2.60858,2.50546
0.816696,0.816397,0.471347
4.4235,4.80417,5.17765
20,0,0
9.53309,8.44647,9.68634
1.31473,1.51941,1.33427
20,0,0
20,0,0
2.2044,2.2044,2.2044
20,0,0
10.3156,10.5914,11.9554
20,0,0
1.5,1.5,1.5
7.68051,7.36327,8.38828
6.98506,6.8928,7.18359
20,0,0
20,0,0
11.2917,11.7795,12.6137
0.71739,0.71739,0.71739
20,0,0
20,0,0
2.28039,1.46975,1.46975
20,0,0
1.89134,2.4638,2.27664
20,0,0
5.8188,5.85072,5.70802
7.18716,6.72986,6.86864
20,0,0
20,0,0
20,0,0
4.86367,6.00578,7.90149
29.8887,30.1913,30.8438
20,0,0
19.6886,20.7142,21.9798
20,0,0
1.08005,0.471347,0.471606
20,0,0
20,0,0
1.39894,1.39894,1.39876
20,0,0
2.392,2.36965,2.60108
3.72269,3.34776,3.56432
20,0,0
20,0,0
20,0,0
20,0,0
20,0,0
9.57317,9.06584,9.93657
20,0,0
2.27718,2.27707,2.27707
0.728199,0.728869,0.728869
20,0,0
20,0,0
13.5398,12.8877,13.2847
15.7014,15.5798,15.6335
20,0,0
20,0,0
20,0,0
1.70678,1.70678,1.70678
2.49687,1.57619,1.57619
14.9474,14.9127,15.2405
13.622,13.5918,14.1756
20,0,0
5.27561,4.91331,4.84995
20,0,0
20,0,0
9.89802,9.95679,10.5075
20,0,0
4.09375,4.23947,4.10875
8.1912,7.96096,7.19572
1.25973,1.26012,1.25992
16.0913,18.8794,22.0103
20,0,0
20,0,0
13.8252,13.5557,13.9488
20,0,0
20,0,0
9.68528,9.2905,10.2236
20,0,0
2.35663,1.29753,1.73205
20,0,0
20,0,0
1.25565,0.878064,1.7381
20,0,0
20,0,0
20,0,0
20,0,0
2.68223,2.5299,2.783
1.33756,1.08523,1.60185
0.632764,0.632764,0.632378
20,0,0
9.88898,9.49527,7.9712
7.56753,7.47535,7.43875
20,0,0
20,0,0
0.69562,0.69562,0.563151
3.40338,3.21009,1.82772
20,0,0
20,0,0
0.745756,0.745756,0.745429
10.878,9.89108,11.2594
3.73565,2.97704,3.34265
2.06498,0.862353,0.862353
4.10031,3.64743,3.11232
2.64833,1.85326,3.71599
4.564,4.60055,5.29916
1.22315,1.19365,1.19365
1.99805,1.99805,1.99805
0.816397,0.816397,0.816397
4.6849,4.71321,4.69317
0.655878,0.655878,0.655878
11.1482,11.6385,11.8657
9.78569,10.0817,10.0313
16.5248,19.1989,22.7404
20,0,0
20,0,0
16.779,20.2915,22.5495
20,0,0
20,0,0
20,0,0
20,0,0
20,0,0
20,0,0
20,0,0
1.7614,1.09732,2.46221
0.605154,0.373696,0.423896
20,0,0
3.25683,3.16675,3.10368
2.55391,2.55391,2.55391
20,0,0
20,0,0
8.79708,10.9853,12.7554
2.46618,2.30499,3.11091
20,0,0
3.72544,3.87286,4.47628
2.01096,1.25312,1.78508
1.32987,1.39964,1.62049
5.62144,5.41455,5.80687
20,0,0
8.66679,8.61356,8.88468
20,0,0
6.245,6.25999,6.4988
20,0,0
20,0,0
20,0,0
20,0,0
20,0,0
5.824,6.2915,7.92266
5.34777,5.24311,4.5579
20,0,0
20,0,0
1.94266,1.55749,1.65005
20,0,0
1.01982,1.01982,1.01982
20,0,0
1.58515,1.65034,1.66243
20,0,0
20,0,0
20,0,0
2.65202,3.17845,3.44686
15.7235,17.9703,19.5739
20,0,0
1.35821,1.15752,0.902471
20,0,0
20,0,0
4.91977,3.8813,4.18493
1.05859,0.488141,0.488141
4.50249,4.71046,4.79227
20,0,0
2.07642,1.41611,1.64144
20,0,0
20,0,0
1.24765,1.24765,1.24726
20,0,0
20,0,0
20,0,0
20,0,0
5.31948,5.38226,5.53698
20,0,0
4.72537,5.4366,4.85784
3.78164,3.55646,4.08933
20,0,0
20,0,0
20,0,0
20,0,0
20,0,0
20,0,0
0.470829,0.470829,0.471347
20,0,0
5.23006,5.91278,6.84774
3.47508,3.75104,4.9714
9.51212,8.95246,9.28441
0.433013,0.433013,0.433013
8.07871,8.0542,8.20817
20,0,0
20,0,0
20,0,0
20,0,0
2.46816,2.33226,2.8489
3.70757,3.69081,4.4912
20,0,0
0.773082,0.711924,0.957087
20,0,0
20,0,0
20,0,0
20,0,0
2.47724,3.95779,2.88348
20,0,0
0.89949,0.89949,0.899218
5.98117,5.35771,5.66169
0.866025,0.866025,0.866025
0.470829,0.470829,0.470829
2.76346,2.49453,2.33205
20,0,0
20,0,0
20,0,0
20,0,0
20,0,0
5.38897,6.64171,9.20746
2.1953,1.62139,1.53029
1.01358,0.948374,1.48034
20,0,0
20,0,0
20,0,0
2.69946,1.57836,1.89185
2.14831,1.79817,1.6283
20,0,0
4.70777,4.69052,4.67551
20,0,0
20,0,0
20,0,0
1.24687,0.816696,0.816696
20,0,0
20,0,0
20,0,0
20,0,0
2.78423,2.78423,2.78441
1.00899,1.18873,1.00633
20,0,0
20,0,0
20,0,0
20,0,0
0.470829,0.470829,0.470829
20,0,0
20,0,0
4.60977,6.148,5.70319
3.67676,2.87653,3.34426
12.176,12.8097,13.4148
2.51422,1.72866,1.42076
20,0,0
20,0,0
4.09542,4.6175,4.97366
8.03332,7.42811,7.95188
20,0,0
20,0,0
20,0,0
20,0,0
0.471865,0,0
0.522445,0.814301,1.44563
20,0,0
20,0,0
2.55716,3.93403,4.70668
20,0,0
1.49249,1.76721,1.84798
20,0,0
20,0,0
3.6741,3.6741,3.67423
0.866025,0.866025,0.866025
20,0,0
20,0,0
0.433013,0.433013,0.433013
1.48955,1.48955,2.23454
20,0,0
3.5456,3.00195,2.61792
1.69875,1.70033,1.91901
17.4854,16.9224,17.3427
1.51925,1.05836,1.36699
2.11279,1.1726,1.26147
1.43852,0.954789,1.39334
4.36069,3.57235,3.44162
20,0,0
1.74357,0.48914,0.401414
20,0,0
20,0,0
1.78536,0.829156,0.433013
20,0,0
0.816098,0.471865,0.471865
1.82592,1.40382,1.4724
4.94383,5.92449,6.77044
20,0,0
2.53568,2.53568,2.53568
12.3355,15.2279,18.1675
1.97791,1.0762,0.999512
0.728534,0.728869,0.728199
2.45148,1.19692,1.61973
1.34339,1.33865,1.46108
20,0,0
20,0,0
1.31101,2.20351,1.07574
20,0,0
0.856957,0.486136,0.441942
1.24177,1.01117,1.87968
20,0,0
1.66052,1.67763,1.64442
2.69331,2.5451,3.91225
6.991,6.99093,6.99093
20,0,0
2.00146,2.12913,1.39789
20,0,0
3.96321,3.75975,4.71616
20,0,0
20,0,0
1.52614,1.51876,1.60824
1.13494,1.25701,1.32472
20,0,0
20,0,0
20,0,0
20,0,0
20,0,0
2.22644,2.81111,2.28862
20,0,0
1.92435,1.75474,1.84428
4.51473,4.32629,4.3877
20,0,0
10.9776,10.9515,11.1689
2.9091,0.933324,1.24177
17.5139,19.5983,21.5096
20,0,0
20,0,0
20,0,0
2.08744,2.08815,2.08815
1.1726,1.17552,1.2713
2.53665,1.89392,1.858
1.82565,1.82565,1.82565
13.2267,13.0083,13.4383
0.943212,0,0
20,0,0
1.69903,1.6999,1.6999
2.53144,2.25304,2.25466
20,0,0
3.65371,2.88653,2.89058
1.87239,1.87187,1.87161
20,0,0
2.56136,2.15398,2.11879
6.23498,6.05178,5.90211
20,0,0
8.35808,7.55546,7.38314
20,0,0
20,0,0
20,0,0
20,0,0
0.728869,0.728869,0.728199
4.21354,4.415,5.29925
2.21368,1.631,1.75474
2.33373,1.61626,2.08041
14.6642,14.1121,14.2523
20,0,0
20,0,0
20,0,0
2.56098,2.79508,2.82221
1.81519,1.68837,1.59452
1.86351,1.86351,2.13554
20,0,0
1.87877,1.97049,2.90171
20,0,0
2.55869,2.56193,2.6668
1.5373,1.54332,1.86586
6.78233,9.26814,9.69541
0.947344,1.30616,0.882778
1.82431,1.56469,1.39981
20,0,0
20,0,0
20,0,0
20,0,0
2.69313,2.29321,2.72234
20,0,0
0.833854,1.46941,1.06112
4.8126,5.15066,5.40101
6.34814,7.37619,7.50553
2.51965,2.75444,3.46185
3.34046,4.16845,7.01874
6.81142,7.32851,6.9595
20,0,0
5.38535,5.22856,5.24209
0.398973,1.67326,1.20018
1.6247,1.41421,1.41421
20,0,0
20,0,0
20,0,0
20,0,0
20,0,0
20,0,0
0.483113,0.482102,0.483113
20,0,0
20,0,0
20,0,0
20,0,0
20,0,0
1.42984,0.733543,0.479053
20,0,0
9.62987,13.9355,26.438
15.1698,15.1886,15.7911
1.16592,0.48914,0.489639
20,0,0
20,0,0
20,0,0
20,0,0
20,0,0
1.19201,0.845484,1.57619
20,0,0
20,0,0
20,0,0
4.4566,6.17383,8.23217
5.2039,4.73156,5.35251
20,0,0
0.816696,0.816696,0.816397
20,0,0
13.9547,14.1262,14.1308
3.52502,3.8468,5.6722
20,0,0
1.34175,1.41542,1.28182
8.14697,7.46473,7.36742
20,0,0
20,0,0
20,0,0
20,0,0
20,0,0
2.99919,2.50605,2.61606
20,0,0
20,0,0
20,0,0
20,0,0
0.47393,0.470829,0.471347
20,0,0
20,0,0
0.687145,0.687145,0.687145
10.3772,11.6455,14.1256
20,0,0
1.05928,1.05928,1.05928
3.52308,3.06457,3.06457
9.76166,9.53309,11.3122
20,0,0
20,0,0
20,0,0
2.12454,1.87786,2.08791
4.33509,4.33531,4.33531
13.9184,14.2852,15.6735
3.49008,3.44814,3.19209
0.792112,0.756482,0.984747
6.32911,11.9861,20.843
20,0,0
4.18598,2.61073,2.79552
5.95917,5.46482,5.46482
20,0,0
20,0,0
20,0,0
0.445244,0,0.996576
20,0,0
20,0,0
20,0,0
1.85405,1.6462,1.6462
20,0,0
3.45479,3.45464,3.45464
6.52044,5.54359,8.46154
1.05974,1.05974,1.05974
20,0,0
4.8729,4.81493,4.89798
20,0,0
1.45438,2.26492,2.30848
20,0,0
22.1617,23.7525,23.3072
3.47241,3.3382,3.30719
20,0,0
20,0,0
20,0,0
1.84772,2.1005,2.26255
20,0,0
20,0,0
0.786855,0.891036,0.67133
20,0,0
20,0,0
9.04999,9.37984,9.29634
20,0,0
20,0,0
0.942953,0,0
3.56195,3.56195,3.56195
7.4841,8.70266,8.55463
7.15161,7.71964,6.94552
20,0,0
20,0,0
4.11504,4.06478,4.10054
4.87179,5.13965,7.22693
2.29267,5.23463,8.534
20,0,0
20,0,0
20,0,0
20,0,0
0.471865,0.471865,0.471865
20,0,0
3.81992,2.9925,3.44474
0.472898,0.471865,0.471865
20,0,0
0.707107,0.707107,0.707107
2.19485,2.35829,2.11232
0.980274,0.979776,0.979776
20,0,0
20,0,0
3.94171,3.58341,3.60176
20,0,0
0.84635,0.982762,2.20462
20,0,0
20,0,0
20,0,0
20,0,0
20,0,0
3.00667,3.00683,3.00667
20,0,0
20,0,0
20,0,0
20,0,0
1.00972,1.24844,1.54079
20,0,0
1.25117,1.25078,1.37002
9.21817,9.77885,10.7731
3.27544,3.65077,3.22011
20,0,0
20,0,0
0.748044,0.748044,0.748044
20,0,0
20,0,0
1.88124,2.03725,2.03725
12.7999,22.344,36.7536
20,0,0
20,0,0
20,0,0
20,0,0
20,0,0
2.59695,2.59695,2.59695
20,0,0
20,0,0
7.44773,7.27347,6.89748
20,0,0
20,0,0
3.27156,2.77122,3.57891
20,0,0
20,0,0
20,0,0
20,0,0
20,0,0
20,0,0
1.81142,3.46382,5.104
3.94815,3.02108,2.46558
20,0,0
20,0,0
7.55074,8.06795,8.17867
20,0,0
1.85563,2.03773,2.04944
16.3816,18.654,18.8009
20,0,0
1.77851,1.00778,1.10087
20,0,0
1.21313,1.21313,1.21313
20,0,0
1.77507,1.25468,1.5039
20,0,0
20,0,0
20,0,0
2.66304,2.03701,2.38116
7.32891,7.32844,6.87536
0.779373,0.778746,0.779373
1.78836,2.54568,2.30743
1.67472,1.51941,1.51941
1.51393,1.86822,1.70133
20,0,0
20,0,0
0.433013,0.433013,0.433013
20,0,0
3.05292,1.77878,2.06061
2.57789,1.78289,1.78289
6.10232,5.91963,6.75745
20,0,0
20,0,0
20,0,0
20,0,0
20,0,0
20,0,0
1.8071,1.80737,1.8071
11.1261,12.1449,12.4742
10.3026,11.2902,11.306
1.82726,1.5965,1.88539
20,0,0
1.53507,1.53507,1.53475
20,0,0
1.12457,1.12457,1.12457
0.495093,0.495093,0.494106
20,0,0
20,0,0
20,0,0
20,0,0
7.47156,10.8682,13.775
1.27015,1.27092,1.27092
1.38702,1.43954,1.4392
20,0,0
7.59227,17.9313,29.517
20,0,0
20,0,0
20,0,0
20,0,0
1.20221,0.949918,1.82003
20,0,0
20,0,0
20,0,0
3.2292,3.22935,3.22935
2.48982,3.09643,4.96836
12.4121,15.4367,19.1622
20,0,0
9.27278,9.27278,9.27272
20,0,0
6.25059,4.44366,5.1954
6.79233,7.35777,8.47688
4.76232,4.76211,4.76211
20,0,0
20,0,0
20,0,0
20,0,0
20,0,0
20,0,0
20,0,0
20,0,0
7.72305,7.87562,10.2862
3.69927,3.67862,4.51744
1,1,1
20,0,0
3.1786,2.71767,2.64852
20,0,0
20,0,0
1.65478,1.65537,1.65507
20,0,0
20,0,0
20,0,0
10.2496,9.99424,11.84
20,0,0
